,product_url,product_code,product_title,category,gender,color,sale_price,mrp,discount,star_rating,no_of_reviews,description,details
1633,https://www.adidas.co.in/run-falcon-2.0-shoes/GX8238.html,GX8238,Run Falcon 2.0 Shoes,Running,Men,Dash Grey / Grey Six / Turbo,6 599,6 599,0,4.7,969,"Strap up in these running shoes and you're set for a jog in the park followed by coffee with friends. With a mesh upper for outstanding breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.","['Regular fit', 'Lace closure', 'Sandwich mesh upper', 'Lightweight breathable feel', 'EVA midsole', 'Supportive no-sew heel', 'Durable outsole', 'Color: Dash Grey / Grey Six / Turbo', 'Product code: GX8238']"
1634,https://www.adidas.co.in/supernova-cushion-7-shoes/GY5931.html,GY5931,Supernova Cushion 7 Shoes,Originals,Men,Core Black / Silver Metallic / Semi Solar Green,4 800,11 999,60,4.7,51,"You don't have to spend hours online searching for those vintage 2000s kicks. Just lace up in these adidas Supernova Cushion 7 Shoes and you're good to go. An authentic reissue of an archival runner from the early 2000s, this pair flashes pure aughts style, from the printed 3-Stripes to the mesh upper. An EVA midsole gives them a smooth, comfortable feel. Much better than a used pair right?

Made in part with recycled content generated from production waste, e.g., cutting scraps and post-consumer household waste, to avoid the larger environmental impact of producing virgin content.","['Lace closure', 'Mesh and synthetic upper', 'Stable feel', 'EVA midsole', 'Rubber outsole', '25% of the components used to make the upper contain a minimum of 50% recycled content', 'Color: Core Black / Silver Metallic / Semi Solar Green', 'Product code: GY5931']"
1635,https://www.adidas.co.in/nmd_r1-shoes/GW5633.html,GW5633,NMD_R1 Shoes,Originals,Men,Core Black / Turbo / Turbo,5 200,12 999,60,4.5,77,"The adidas NMD has only been around since 2015, but it's already a modern icon. Rooted in running designs from the archives but packed with modern technology, it's always been about innovation. This pair of the shoes keeps that spirit going strong. See the bold 3D pattern that wraps around the foot? That's just the latest evolution of the fearless NMD attitude. Step in and catch an energy-filled ride to the future — or through your day. 

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.","['Lace closure', 'Stretch knit upper', 'Hugs the foot', 'BOOST midsole', 'Rubber outsole', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester', 'Color: Core Black / Turbo / Turbo', 'Product code: GW5633']"
1636,https://www.adidas.co.in/retropy-f2-shoes/HQ1898.html,HQ1898,Retropy F2 Shoes,Originals,Men,Carbon / Core Black / Semi Lucid Blue,6 299,8 999,30,2.7,3,These adidas Retropy F2 shoes are nostalgic in inspiration but forward-thinking in style. Sleek proportions and a supportive EVA midsole add modern details to the '80s-inspired design. Suede overlays on the coated leather upper make this style perfect for whatever your day has in store.,"['Lace closure', 'Coated leather upper with suede overlays', 'EVA midsole', 'Textile lining', 'Rubber outsole', 'Color: Carbon / Core Black / Semi Lucid Blue', 'Product code: HQ1898']"
1637,https://www.adidas.co.in/zx-8000-parley/GV7618.html,GV7618,ZX 8000 PARLEY,Originals,Men,Off White / White Tint / Cloud White,6 400,15 999,60,4.7,48,"These adidas ZX 8000 Parley Ocean Plastic shoes are all about crisp comfort and sustainability. Using retro inspiration from the archival runners, they're updated with recycled materials that would have otherwise made their way into the ocean. Now you can honour Mother Nature with every step you take.

Educate and act. Head to Parley for the Oceans website to find out more, sign up and get involved at adidas.com/parley. 

This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic —  reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean. The other 50% of the yarn is recycled polyester.","['Lace closure', 'Textile upper', 'Textile lining', 'BOOST drop-in midsole', 'Rubber outsole', 'Yarn in upper contains at least 50% Parley Ocean Plastic and 50% recycled polyester', 'Color: Off White / White Tint / Cloud White', 'Product code: GV7618']"
1638,https://www.adidas.co.in/immute-m/GB2471.html,GB2471,Immute M,Running,Men,Core Black / Stone / Mint Rush,2 279,3 799,40,4.4,53,IMMUTE SHOES,"['CUSHIONED RUNNING SHOES MADE TO KEEP YOUR TOES AT COMFORT', 'Product colour: Cloud White / Collegiate Navy / Scarlet / Pulse Blue', 'Regular fit', 'Lace closure', 'Textile upper', 'Cloudfoam midsole', 'Textile lining', 'Rubber outsole', 'Color: Core Black / Stone / Mint Rush', 'Product code: GB2471']"
1639,https://www.adidas.co.in/adistound-shoes/GA1066.html,GA1066,ADISTOUND SHOES,Running,Men,Collegiate Navy / Cloud White / Sonic Ink,1 619,2 699,40,4.5,109,The Adistound takes insipiration from basic designs and adds a modern feel. These knit have a sleek shape that's detailed with embroidered lines. Lightweight cushioning provides all-day comfort.,"['Mesh Upper', 'Lace-up Closure', 'Unique 3 Stripes', 'Rubber  Outsole', 'Extremely light weight 3 D bottom', 'Color: Collegiate Navy / Cloud White / Sonic Ink', 'Product code: GA1066']"
1640,https://www.adidas.co.in/primierto-m/GB2568.html,GB2568,PRIMIERTO M,Running,Men,Collegiate Navy / Dove Grey / Pulse Olive,2 499,4 999,50,3.9,62,PRIMIERTO SHOES,"[""MAKE A STATEMENT WHEREVER YOU'RE HEADED, YOU'RE SURE TO SHOW UP IN STYLE"", 'Product colour: Collegiate Navy/Dove Grey/Pulse Olive', 'Mesh Upper', 'Lace-up Closure', 'Rubber  Outsole', 'Color: Collegiate Navy / Dove Grey / Pulse Olive', 'Product code: GB2568']"
1641,https://www.adidas.co.in/adilette-slides/GY9482.html,GY9482,Adilette Slides,Originals,Women,Almost Blue / Cloud White / Core Black,2 399,3 999,40,4.5,4,"Wear them with socks. Wear them with shorts. Wear them whenever, wherever. A pair of adidas Adilette slides is always a good idea when you're aiming for comfort. Even if it's dreary out, a tie-dye print on the bandage upper keeps the good vibes going strong. Because it's never a bad time to dream of sunny days.","['Slip-on', 'Synthetic upper', 'Textile lining', 'Synthetic outsole', '25% of the components used to make the upper are made with a minimum of 50% recycled content', 'Color: Almost Blue / Cloud White / Core Black', 'Product code: GY9482']"
1645,https://www.adidas.co.in/ultraboost-dna-x-marimekko-shoes/GZ8686.html,GZ8686,Ultraboost DNA x MARIMEKKO Shoes,Sportswear,Women,Core Black / Cloud White / Core Black,7 200,17 999,0,0.0,0,"Markimekko is a Finnish label whose bold patterns are an expression of joy. Their Räsymatto dot print takes inspiration from the rows in a community garden. It's a fitting match for the Ultraboost DNA, a style that broke off from the realm of running. The shoes are an everyday tribute to the joy of working your body, from hands-in-soil to feet-on-pavement.","['Sock-like fit', 'Lace closure', 'adidas Primeknit textile upper', 'Boost midsole', 'Textile lining', 'Weight: 312 g', 'Midsole drop: 10 mm (heel: 22 mm / forefoot: 12 mm)', 'Continental™ Better Rubber outsole', 'Primeblue', 'Color: Core Black / Cloud White / Core Black', 'Product code: GZ8686']"
1646,https://www.adidas.co.in/adi-streak-shoes/GA0973.html,GA0973,ADI STREAK SHOES,Running,Men,Dove Grey / Acid Yellow / Stone,2 240,5 599,60,4.6,13,Flexible & Breathable Mesh. Awesome Transparent injection TPU with color dots on Heel area. Molded Sock liner comfort Ultra tech Outsole – Full length rubber outsole with extended rubber component at heel and forepart gives u stable feel on any surface. Side profile is design with pinhole texture . HR Mid sole offer energize cushioning which is responsive as well as stable & firm.,"['Closure: Lace-up', 'Mesh Upper', 'Rubber Outer Sole', 'Comfort Insole', 'Color: Dove Grey / Acid Yellow / Stone', 'Product code: GA0973']"
1647,https://www.adidas.co.in/axelate-shoes/GA1165.html,GA1165,AXELATE SHOES,Running,Men,Stone / Grey Six / Turbo,2 579,4 299,40,3.8,31,"Start clocking miles in these lightweight running shoes. On the treadmill or the streets, they add comfort to each step with soft cushioning. The supportive trainers have an airy material-mix upper and a midfoot cage for extra support. As the name suggest reflex gives your body little extra cushioning during walking. an eva midsole, which offers maximum cushioning and durability. full rubber outsole provide great stability to the ground. thick and fatty wedge heel eva foam provide optimal comfort with great arch support.","['Mesh upper', 'EVA midsole', 'Rubber outsole', 'Color: Stone / Grey Six / Turbo', 'Product code: GA1165']"
1648,https://www.adidas.co.in/racer-tr21-shoes/H00647.html,H00647,Racer TR21 Shoes,Sportswear,Women,Cloud White / Matte Silver / Grey One,3 999,7 999,50,4.6,844,"These adidas shoes bring the athletic style of running footwear to your everyday look. Move confidently through your day in a comfortably snug fit and a lightweight midsole that provides all-day cushioning underfoot.

This product is made with Primegreen, a series of high-performance recycled materials. 50% of upper is recycled content. No virgin polyester.","['Lace closure', 'Leather and textile upper', 'Soft feel', 'Cloudfoam midsole', 'Textile lining', 'Rubber outsole', 'Primegreen', 'Color: Cloud White / Matte Silver / Grey One', 'Product code: H00647']"
1650,https://www.adidas.co.in/adidas-4dfwd_pulse-shoes/GX2985.html,GX2985,adidas 4DFWD_Pulse Shoes,Running,Women,Wonder Mauve / Sandy Beige / Acid Red,6 400,15 999,0,0.0,0,"Catch a smooth ride into the future of running. It's as easy as lacing up these adidas running shoes. Their 3D-printed heel cradle is precisely crafted using liquid resin, light and oxygen to absorb shock on impact and propel you towards your next step. And all the ones after that. 

Made with a series of recycled materials, this upper features at least 50% recycled content. This product represents just one of our solutions to help end plastic waste.","['Lace closure', 'Mesh upper', 'adidas 4D midsole', 'Textile lining', 'Midsole drop: 11 mm (heel: 30 mm / forefoot: 19 mm)', 'Stretchweb rubber outsole', 'Upper contains a minimum of 50% recycled content', 'Color: Wonder Mauve / Sandy Beige / Acid Red', 'Product code: GX2985']"
1651,https://www.adidas.co.in/adi-pace-shoes/EY3190.html,EY3190,ADI-PACE SHOES,Running,Men,Collegiate Navy / Stone / Solar Red,2 120,5 299,60,3.7,28,"When you're ready to get serious about running, you're ready for these Adi-Pace Shoes. They feature a breathable knit-mesh upper along with an EVA midsole which provides optimum cushioning  where you need it most. The rubber outsole offers ample traction and skid resistance. ","['Knit-mesh upper', 'EVA midsole', 'Rubber outsole', 'Color: Collegiate Navy / Stone / Solar Red', 'Product code: EY3190']"
1652,https://www.adidas.co.in/adilette-aqua-slides/GZ5878.html,GZ5878,Adilette Aqua Slides,Sportswear,Women,Almost Pink / Cloud White / Almost Pink,2 499,2 499,0,4.7,3087,An iconic style for slick surfaces. These quick-drying slides flash 3-Stripes across the bandage-style upper. Plush cushioning in the footbed provides the ultimate in comfort in and out of the shower.,"['Regular fit', 'Slip-on construction', 'Single-bandage synthetic upper', 'Synthetic outsole; Synthetic lining', 'Soft Cloudfoam footbed', 'Quick-drying materials', 'Color: Almost Pink / Cloud White / Almost Pink', 'Product code: GZ5878']"
1653,https://www.adidas.co.in/solarglide-5-shoes/GY8728.html,GY8728,Solarglide 5 Shoes,Running,Women,Wonder Mauve / Cloud White / Rose Tone,5 600,13 999,60,4.6,207,"Whether you're building consistency, upping your distance or training for a personal best, Solarglide 5 are the shoes you leave by the door to support your goals every single day. They're packed with performance technology, from the BOOST midsole to the knit upper and the adidas LEP 2.0. This shoe's upper is made with a high-performance yarn which contains at least 50% Parley Ocean Plastic — reimagined plastic waste, intercepted on remote islands, beaches, coastal communities and shorelines, preventing it from polluting our ocean.","['Regular fit', 'Lace closure', 'Circular knit textile upper', 'BOOST midsole', 'Continental™ Rubber outsole', 'Weight: 280 g', 'Midsole drop: 10 mm (heel: 36 mm / forefoot: 26 mm)', 'adidas LEP 2.0', 'Yarn in upper contains at least 50% Parley Ocean Plastic\u202fand 50% recycled polyester', 'Color: Wonder Mauve / Cloud White / Rose Tone', 'Product code: GY8728']"
1654,https://www.adidas.co.in/calibrate-asweerun-shoes/F36331.html,F36331,CALIBRATE ASWEERUN SHOES,Running,Men,Core Black / Cloud White / Grey Six,2 240,5 599,60,4.6,1050,"Aspire to greatness. These running shoes are made with an airy, lightweight mesh upper. The durable rubber outsole grips the pavement for added stability. A cushioned midsole brings comfort to each step.","['Regular fit', 'Lace closure', 'Mesh upper', 'Rubber outsole; Grippy outsole pods', 'Lightweight EVA midsole; Midsole flex grooves', 'Lightweight feel', 'Weight: 221 g (size UK 8.5)', 'Midsole drop: 10.8 mm (heel: 27.6 mm / forefoot: 16.8 mm)', 'Fitcounter heel counter; Recommended for: Multisport training; Arch type: Normal', 'Color: Core Black / Cloud White / Grey Six', 'Product code: F36331']"
